order_id,cust_id,transaction_amount,order_date,ship_type,sales_lead,department,cancelled
7882,CID000-516,497.82,09/01/2019,SAD,Keane Wilson,Branding,1
7883,CID000-1333,349.65,13/12/2019,SAD,Melyssa Tran,Electronics,FALSE
7884,CID000-1238,108.11,25/07/2019,STD,Nichole Hooper,Office,FALSE
7885,CID000-751,439.28,08/09/2019,EXP,Robert Dean,Electronics,FALSE
7886,CID000-536,490.34,09/06/2019,SAD,Caesar Haney,Office,FALSE
7887,CID000-1094,442.87,05/11/2019,SAD,Dylan Robbins,Electronics,FALSE
7888,CID000-1181,487.35,01/02/2020,STD,Sonya Drake,Office,1
7889,CID000-615,337.69,13/02/2019,NED,Julian Gates,Electronics,FALSE
7890,CID000-1319,408.65,30/07/2019,STD,Cyrus West,Office,1
7891,CID000-1543,329.76,15/07/2020,SAD,Xanthus Franco,Office,1
7892,CID000-441,219.47,12/11/2019,STD,Russell Morrow,Branding,FALSE
7893,CID000-1095,36.81,09/05/2020,NED,Evelyn Leblanc,Office,FALSE
7894,CID000-1632,341.32,27/07/2020,STD,Elijah Huber,Branding,FALSE
7895,CID000-1186,78,18/01/2020,SAD,Skyler Cohen,Electronics,FALSE
7896,CID000-605,421.49,13/05/2019,STD,Kiona Hardy,Electronics,FALSE
7897,CID000-803,236.7,30/12/2019,NED,Aphrodite Adams,Electronics,FALSE
7898,CID000-1293,171.75,15/07/2019,SAD,Sophia Horn,Electronics,FALSE
7899,CID000-1428,330.32,16/05/2019,NED,Ursula Ochoa,Branding,FALSE
7900,CID000-694,374.14,13/04/2020,EXP,Faith Sears,Electronics,FALSE
7901,CID000-959,147.95,01/06/2019,EXP,Tate Ware,Office,FALSE
7902,CID000-426,490.18,14/08/2019,NED,Malcolm Lawson,Electronics,FALSE
7903,CID000-628,90.1,24/03/2020,STD,Jerry Hood,Electronics,FALSE
7904,CID000-1439,184.68,10/06/2019,SAD,Noah Contreras,Electronics,1
7905,CID000-1444,281.52,05/02/2020,NED,Wayne Barnett,Branding,FALSE
7906,CID000-1152,98.56,13/11/2019,NED,Melyssa Gibbs,Electronics,FALSE
7907,CID000-1434,504.33,19/02/2019,NED,Rhoda Butler,Branding,FALSE
7908,CID000-434,121.38,08/07/2019,EXP,Claire Kidd,Office,FALSE
7909,CID000-1334,27.99,24/12/2019,EXP,Adrienne Powers,Branding,FALSE
7910,CID000-549,389.59,29/09/2019,NED,Galena Lamb,Electronics,FALSE
7911,CID000-1071,455.96,19/11/2019,NED,Quintessa Curry,Electronics,FALSE
7912,CID000-1550,479.63,01/07/2019,STD,Arthur Hammond,Branding,FALSE
7913,CID000-846,144.92,25/04/2020,NED,Portia Silva,Electronics,1
7914,CID000-1210,390.33,10/12/2019,STD,Brendan Ball,Electronics,FALSE
7915,CID000-1701,414.53,24/07/2019,SAD,Paul Harrell,Branding,FALSE
7916,CID000-593,499.02,24/01/2019,STD,Lee Graves,Electronics,FALSE
7917,CID000-359,451.25,03/11/2019,STD,Preston Palmer,Office,FALSE
7918,CID000-602,486.95,27/04/2020,NED,Fritz Talley,Office,FALSE
7919,CID000-875,81.62,02/12/2019,EXP,Deborah Zamora,Office,FALSE
7920,CID000-1035,50.27,18/11/2019,NED,Imelda Miller,Office,FALSE
7921,CID000-1175,301.09,16/03/2020,STD,Carolyn Christensen,Branding,FALSE
7922,CID000-1698,52.64,17/06/2019,EXP,Hedwig Flores,Electronics,FALSE
7923,CID000-1147,426.07,26/06/2020,NED,Allegra Vazquez,Electronics,1
7924,CID000-1766,115.87,27/09/2019,NED,Odysseus Sweet,Branding,FALSE
7925,CID000-1125,235.09,12/06/2019,NED,Xander Finley,Electronics,1
7926,CID000-613,138.95,02/01/2019,EXP,Ramona Cash,Electronics,FALSE
7927,CID000-1627,298.62,03/02/2019,EXP,Ora Carpenter,Office,FALSE
7928,CID000-647,503.41,15/02/2020,STD,Alexander Puckett,Electronics,FALSE
7929,CID000-1161,183.19,19/12/2019,EXP,Herman Maynard,Electronics,FALSE
7930,CID000-1014,61.45,02/08/2019,NED,Demetrius Hendrix,Electronics,1
7931,CID000-1563,109.08,09/04/2019,SAD,Raphael Skinner,Office,FALSE
7932,CID000-1353,131.78,07/06/2019,EXP,Gillian Hayes,Electronics,FALSE
7933,CID000-1000,238.42,27/10/2019,STD,Raja Solis,Office,FALSE
7934,CID000-1023,99.98,10/10/2019,SAD,Noelle Mcintosh,Electronics,FALSE
7935,CID000-647,185.4,19/10/2019,STD,Violet Paul,Office,FALSE
7936,CID000-1774,129.33,01/01/2019,NED,Genevieve Mooney,Branding,FALSE
7937,CID000-833,282.97,16/05/2019,SAD,Plato Burt,Office,1
7938,CID000-1209,315.16,20/02/2019,STD,Vernon Alston,Electronics,FALSE
7939,CID000-1423,275.07,22/02/2020,EXP,Alma Raymond,Electronics,FALSE
7940,CID000-460,141.1,23/09/2019,NED,Wanda Brown,Electronics,FALSE
7941,CID000-652,450.54,23/12/2019,EXP,Halee Mathis,Electronics,1
7942,CID000-356,435.84,28/01/2020,STD,Michelle Wyatt,Electronics,FALSE
7943,CID000-1043,71.28,21/05/2019,SAD,Bevis Roberson,Office,FALSE
7944,CID000-1446,34,08/07/2019,NED,Cyrus Hensley,Electronics,FALSE
7945,CID000-395,279.31,15/02/2020,NED,Ivan Stein,Office,FALSE
7946,CID000-1281,361.77,27/03/2019,NED,Regina Gutierrez,Electronics,1
7947,CID000-1747,150.09,03/12/2019,STD,Phoebe May,Branding,FALSE
7948,CID000-1027,174.33,04/05/2019,NED,Demetria Dickson,Branding,FALSE
7949,CID000-1447,345.31,18/08/2019,NED,Hermione Dominguez,Electronics,FALSE
7950,CID000-943,203.44,22/11/2019,SAD,Axel Suarez,Electronics,1
7951,CID000-888,384.14,03/01/2019,STD,Evan Hayes,Office,FALSE
7952,CID000-1039,322.35,12/06/2019,STD,Fatima Guerrero,Electronics,FALSE
7953,CID000-1044,81.14,24/05/2020,EXP,Ila Donovan,Branding,FALSE
7954,CID000-397,130.77,16/10/2019,STD,Ima Cain,Electronics,FALSE
7955,CID000-1802,134.39,29/12/2019,STD,Jasper Crane,Electronics,FALSE
7956,CID000-1494,68.1,16/07/2019,SAD,Keegan Hines,Electronics,FALSE
7957,CID000-769,26.55,09/03/2020,EXP,Kylee Stark,Electronics,FALSE
7958,CID000-779,253.78,27/10/2019,SAD,Yeo Buck,Office,FALSE
7959,CID000-1109,509.68,14/01/2019,SAD,Mia Whitney,Electronics,FALSE
7960,CID000-1638,419.12,13/01/2020,SAD,Bryar Francis,Electronics,FALSE
7961,CID000-1681,479.65,16/04/2020,STD,Harrison Meadows,Electronics,FALSE
7962,CID000-1474,243.08,14/04/2020,NED,Daniel Wilkins,Office,FALSE
7963,CID000-1071,396.37,23/12/2019,NED,Indira Merrill,Electronics,FALSE
7964,CID000-595,472.97,24/04/2020,STD,Deirdre Farmer,Branding,FALSE
7965,CID000-920,411.97,18/10/2019,STD,Grace Acosta,Electronics,1
7966,CID000-558,133.89,19/11/2019,SAD,Anika Bishop,Electronics,FALSE
7967,CID000-1667,249.41,03/09/2019,STD,Isadora Castaneda,Electronics,FALSE
7968,CID000-1130,114.85,28/07/2020,EXP,Ursa Marsh,Electronics,FALSE
7969,CID000-1731,370.4,05/10/2019,STD,Hamilton Stephenson,Electronics,FALSE
7970,CID000-686,243.25,22/10/2019,EXP,Mariam Vinson,Electronics,FALSE
7971,CID000-1607,151.31,05/04/2020,STD,Claudia David,Office,FALSE
7972,CID000-763,278.2,24/06/2020,NED,Ishmael Miranda,Office,FALSE
7973,CID000-422,452.6,22/05/2019,SAD,Dawn Owen,Electronics,FALSE
7974,CID000-1555,69.74,31/01/2019,NED,Charissa Larsen,Electronics,FALSE
7975,CID000-1689,259.88,19/04/2019,SAD,Sebastian Haynes,Electronics,FALSE
7976,CID000-438,297.11,07/04/2019,EXP,Cleo Oconnor,Electronics,1
7977,CID000-1521,195.17,14/05/2020,NED,Wade Wong,Branding,FALSE
7978,CID000-1544,173.07,16/02/2020,NED,Kylie Knight,Electronics,FALSE
7979,CID000-744,195.66,10/05/2019,STD,Grant Farmer,Office,FALSE
7980,CID000-1000,253.93,08/02/2020,NED,Maile Rogers,Branding,FALSE
7981,CID000-473,339.41,30/03/2020,SAD,Vaughan Greer,Branding,FALSE
7982,CID000-1123,206.5,24/03/2020,SAD,Cullen Sanchez,Branding,FALSE
7983,CID000-383,420.64,19/04/2020,EXP,Nerea Burt,Electronics,FALSE
7984,CID000-847,313.87,16/07/2019,EXP,Julie Mayer,Electronics,FALSE
7985,CID000-505,434.95,29/08/2019,EXP,Noelle Adams,Branding,FALSE
7986,CID000-1140,73,31/12/2019,STD,Beverly Luna,Branding,FALSE
7987,CID000-1404,99.11,12/07/2020,EXP,Declan Sparks,Electronics,1
7988,CID000-1155,352.77,07/03/2020,NED,Flynn Holden,Electronics,FALSE
7989,CID000-608,131.35,26/03/2019,EXP,Gloria Lee,Office,FALSE
7990,CID000-954,79.46,02/01/2020,EXP,Cody Glass,Electronics,FALSE
7991,CID000-553,380.78,30/06/2020,NED,Wang Herrera,Electronics,FALSE
7992,CID000-1196,271.58,04/03/2020,NED,Carson Colon,Office,FALSE
7993,CID000-1317,507.56,21/03/2020,EXP,Aidan Powers,Branding,FALSE
7994,CID000-1613,321.35,02/08/2019,EXP,Brittany Salas,Branding,FALSE
7995,CID000-1199,354.38,09/04/2019,EXP,Suki Mitchell,Branding,FALSE
7996,CID000-357,156.98,18/02/2020,NED,Thor Rogers,Electronics,FALSE
7997,CID000-1520,82.79,21/03/2020,EXP,Kessie Coffey,Office,FALSE
7998,CID000-1702,318.54,12/03/2019,SAD,Alika Roberts,Electronics,FALSE
7999,CID000-992,66.12,15/08/2019,EXP,Rogan Douglas,Electronics,FALSE
8000,CID000-1639,254.86,24/10/2019,NED,Wallace Petersen,Electronics,FALSE
8001,CID000-691,391.09,05/05/2020,STD,Eugenia Walls,Electronics,FALSE
8002,CID000-1726,292.33,28/04/2020,SAD,Darius Garcia,Electronics,FALSE
8003,CID000-571,427.8,08/07/2020,EXP,Lionel Carlson,Electronics,FALSE
8004,CID000-1534,471.55,20/04/2020,NED,Freya Copeland,Electronics,FALSE
8005,CID000-1185,122.51,11/02/2020,SAD,Dolan Sweet,Electronics,1
8006,CID000-372,353.57,23/02/2020,NED,David Price,Office,FALSE
8007,CID000-769,160.3,20/11/2019,SAD,Victor Berger,Branding,FALSE
8008,CID000-1371,4.38,17/01/2019,EXP,Minerva Snow,Office,FALSE
8009,CID000-1241,179.92,20/08/2019,SAD,Owen William,Electronics,FALSE
8010,CID000-583,485.03,31/07/2020,EXP,Leslie Mcgowan,Electronics,FALSE
8011,CID000-527,146.74,21/12/2019,EXP,Vivian Wagner,Electronics,FALSE
8012,CID000-1448,395.97,12/02/2019,NED,Lucy Martinez,Branding,FALSE
8013,CID000-862,357.87,26/11/2019,STD,Winter Byrd,Electronics,FALSE
8014,CID000-1532,359.48,27/07/2019,NED,Mara Gill,Electronics,FALSE
8015,CID000-774,417.01,22/07/2020,STD,Caesar Hudson,Electronics,FALSE
8016,CID000-585,299.54,11/06/2020,EXP,Macey Hobbs,Branding,FALSE
8017,CID000-531,3.74,02/05/2019,STD,Meghan Leonard,Electronics,FALSE
8018,CID000-1451,40.89,19/07/2020,NED,Isabelle Banks,Branding,FALSE
8019,CID000-360,359.44,31/07/2020,EXP,Macaulay Lloyd,Electronics,FALSE
8020,CID000-1322,173.15,09/01/2020,NED,Colleen Brooks,Branding,FALSE
8021,CID000-1106,57.68,15/07/2020,STD,Lara Fry,Electronics,FALSE
8022,CID000-899,63.84,01/08/2019,NED,Erica Floyd,Electronics,FALSE
8023,CID000-365,264.02,28/06/2020,STD,Aurelia Reynolds,Branding,FALSE
8024,CID000-1659,222.02,26/05/2020,SAD,Yael Brown,Electronics,FALSE
8025,CID000-1807,462.24,11/10/2019,NED,Margaret Whitney,Electronics,FALSE
8026,CID000-786,322.97,07/02/2019,SAD,Giselle Warner,Branding,FALSE
8027,CID000-1243,192.49,05/12/2019,STD,Phelan Campos,Office,FALSE
8028,CID000-1231,120.43,28/02/2020,SAD,Chava Conway,Electronics,FALSE
8029,CID000-718,414.62,02/05/2020,SAD,Hannah Duffy,Branding,FALSE
8030,CID000-1532,364.24,22/04/2020,STD,Hilary Dunn,Office,FALSE
8031,CID000-708,375.4,20/05/2019,EXP,Karyn Merritt,Branding,FALSE
8032,CID000-1002,419.16,14/02/2020,NED,Prescott Dickerson,Office,FALSE
8033,CID000-545,303.46,23/04/2020,SAD,Brenden Valentine,Office,FALSE
8034,CID000-1117,76.61,04/10/2019,SAD,Zachery Harrell,Electronics,FALSE
8035,CID000-1047,347.95,08/11/2019,NED,Candace Cochran,Electronics,FALSE
8036,CID000-502,155.17,12/03/2020,NED,Andrew Lindsey,Branding,FALSE
8037,CID000-1533,167.09,08/09/2019,EXP,Mohammad Estrada,Electronics,FALSE
8038,CID000-1141,418.64,17/06/2020,EXP,Rooney Leach,Electronics,FALSE
8039,CID000-1321,122.12,09/07/2019,SAD,Ulla Hurley,Branding,FALSE
8040,CID000-399,111.06,17/07/2019,STD,Jescie Ochoa,Branding,1
8041,CID000-1187,36.68,04/07/2020,NED,Alec Hendricks,Office,FALSE
8042,CID000-1733,308.91,18/10/2019,STD,Alfreda Tanner,Electronics,FALSE
8043,CID000-1594,143.74,26/12/2019,NED,Barbara Shepherd,Electronics,FALSE
8044,CID000-1092,366.06,23/07/2020,NED,Jelani Haney,Electronics,FALSE
8045,CID000-905,304.49,27/03/2019,EXP,Elijah Pace,Electronics,FALSE
8046,CID000-452,351.58,19/05/2020,STD,Evelyn Peck,Office,FALSE
8047,CID000-994,419.72,08/05/2020,SAD,Alana Blanchard,Electronics,FALSE
8048,CID000-593,458.57,28/03/2019,SAD,Mariam Aguirre,Office,FALSE
8049,CID000-1515,331.55,23/02/2019,EXP,Alyssa Sargent,Electronics,FALSE
8050,CID000-513,100.18,15/08/2019,EXP,Gary Kirkland,Office,FALSE
8051,CID000-923,420.66,16/06/2019,NED,Ina Todd,Branding,FALSE
8052,CID000-1775,289.84,06/06/2019,SAD,Cora Berg,Office,FALSE
8053,CID000-524,111.22,27/06/2020,SAD,Libby Mullen,Branding,FALSE
8054,CID000-396,199.15,14/07/2019,NED,Cailin Wiley,Office,FALSE
8055,CID000-854,157.92,14/03/2019,NED,Conan Weber,Office,FALSE
8056,CID000-881,394.18,19/02/2019,NED,Lamar Workman,Branding,FALSE
8057,CID000-1225,352.44,24/02/2019,NED,Benedict Wilkinson,Electronics,FALSE
8058,CID000-641,259.09,19/06/2019,NED,Xanthus Charles,Branding,FALSE
8059,CID000-1257,370.43,15/10/2019,SAD,Taylor Summers,Electronics,FALSE
8060,CID000-1628,233.28,20/11/2019,SAD,Tamekah Hess,Electronics,FALSE
8061,CID000-1517,397.64,14/01/2020,SAD,Shad Kent,Electronics,FALSE
8062,CID000-1395,170.51,25/09/2019,NED,Charles Galloway,Electronics,FALSE
8063,CID000-994,64.35,15/10/2019,STD,Phoebe Love,Branding,FALSE
8064,CID000-644,380.23,09/06/2020,EXP,Brady Reid,Electronics,FALSE
8065,CID000-1521,352.32,25/04/2019,STD,Reece Bernard,Electronics,1
8066,CID000-494,209.69,20/06/2020,EXP,Griffin Wilcox,Office,1
8067,CID000-1216,475.31,17/01/2019,EXP,Daniel Hancock,Electronics,1
8068,CID000-817,164.76,13/05/2019,STD,Roth Cortez,Electronics,FALSE
8069,CID000-449,293.17,17/07/2020,SAD,Mollie Burnett,Branding,FALSE
8070,CID000-773,363.65,13/07/2020,EXP,Buffy Jacobson,Electronics,FALSE
8071,CID000-1175,420.98,12/04/2019,SAD,Destiny Huff,Branding,FALSE
8072,CID000-423,327.47,01/05/2020,NED,Kessie Jacobs,Branding,FALSE
8073,CID000-629,231.99,12/11/2019,EXP,Timon Baxter,Electronics,FALSE
8074,CID000-453,210.51,13/02/2019,EXP,Martin Nicholson,Electronics,FALSE
8075,CID000-1392,411.16,04/02/2020,SAD,Rowan Kane,Branding,FALSE
8076,CID000-816,35.72,25/03/2019,EXP,Anastasia Bird,Office,FALSE
8077,CID000-736,307.02,25/04/2020,SAD,Shafira Boyle,Electronics,FALSE
8078,CID000-1075,31.26,02/03/2019,STD,Linda Ware,Electronics,FALSE
8079,CID000-1101,171.18,12/07/2020,SAD,Maxwell Long,Electronics,FALSE
8080,CID000-818,375.16,21/08/2019,SAD,Susan Orr,Electronics,FALSE
8081,CID000-1682,490.06,22/04/2020,EXP,Christine Boone,Branding,FALSE
8082,CID000-645,183.8,09/12/2019,STD,Julian Collins,Branding,FALSE
8083,CID000-907,153.55,19/02/2020,STD,Ulla Durham,Office,FALSE
8084,CID000-1292,288.83,25/09/2019,STD,Myles Terry,Electronics,FALSE
8085,CID000-870,363.79,03/05/2019,STD,Rebekah Hogan,Electronics,FALSE
8086,CID000-1217,374.42,20/06/2020,NED,Anastasia Goff,Electronics,FALSE
8087,CID000-922,411.46,22/04/2020,SAD,Britanni Gordon,Branding,FALSE
8088,CID000-1485,29.87,05/06/2020,STD,Barrett White,Electronics,FALSE
8089,CID000-911,473.01,13/01/2019,STD,Rhea Clemons,Office,FALSE
8090,CID000-1760,276.72,12/05/2019,NED,Solomon Carter,Office,FALSE
8091,CID000-1739,289.5,24/01/2019,EXP,Judah Dodson,Electronics,FALSE
8092,CID000-1341,333.51,13/12/2019,NED,Zane Robbins,Electronics,1
8093,CID000-409,132.3,08/11/2019,STD,Aristotle Carroll,Branding,FALSE
8094,CID000-1341,428.94,17/07/2019,NED,Florence Hays,Office,FALSE
8095,CID000-827,260.25,11/03/2019,EXP,Suki Lang,Electronics,FALSE
8096,CID000-615,397.21,06/07/2019,NED,Kasper Glover,Office,FALSE
8097,CID000-1491,461.58,08/03/2019,SAD,Dai Stark,Electronics,FALSE
8098,CID000-867,376.45,20/06/2020,EXP,Maris Hammond,Branding,FALSE
8099,CID000-945,192.53,21/07/2019,NED,Debra Ramsey,Electronics,1
8100,CID000-1711,176.8,26/02/2020,EXP,Alana Hickman,Electronics,FALSE
8101,CID000-1028,508.79,17/04/2020,SAD,Uma Dillon,Electronics,FALSE
8102,CID000-1741,24.7,07/06/2020,NED,Patricia Wilkins,Office,FALSE
8103,CID000-689,192.23,09/07/2020,EXP,Kaseem Norris,Branding,FALSE
8104,CID000-922,288.02,08/01/2019,EXP,Jakeem Fields,Office,FALSE
8105,CID000-533,421.58,15/06/2020,STD,Juliet Charles,Branding,FALSE
8106,CID000-1301,296.17,11/07/2020,EXP,Uriah Buck,Branding,FALSE
8107,CID000-1601,455.56,13/11/2019,SAD,Chanda Haynes,Branding,FALSE
8108,CID000-1136,478.52,17/11/2019,NED,Gray Gonzales,Office,FALSE
8109,CID000-709,77.66,26/07/2019,NED,Merrill Jensen,Electronics,FALSE
8110,CID000-1432,67.48,09/07/2020,STD,Taylor Buck,Electronics,FALSE
8111,CID000-836,206.75,23/08/2019,SAD,Deacon Griffin,Branding,1
8112,CID000-1626,331.68,18/02/2019,SAD,Jack Palmer,Branding,FALSE
8113,CID000-1371,220.14,08/10/2019,SAD,Lois Logan,Office,1
8114,CID000-1203,53.52,08/09/2019,STD,Angela Bass,Branding,FALSE
8115,CID000-835,479.42,17/08/2019,STD,Eric Foreman,Office,1
8116,CID000-684,263.92,14/05/2020,NED,Carol Greer,Branding,FALSE
8117,CID000-1527,334.66,26/09/2019,EXP,Melanie Stevenson,Office,FALSE
8118,CID000-770,455.26,14/04/2020,NED,Fuller Beasley,Electronics,FALSE
8119,CID000-871,92.1,11/02/2019,SAD,Lenore Dixon,Office,FALSE
8120,CID000-1804,231.41,11/07/2020,STD,Kerry Watts,Branding,FALSE
8121,CID000-641,508.37,02/05/2019,NED,Kelsie Robinson,Electronics,1
8122,CID000-667,341.5,17/05/2020,STD,Rebekah Tyler,Branding,FALSE
8123,CID000-1327,494.5,30/09/2019,STD,Galena Anthony,Branding,FALSE
8124,CID000-1375,343.97,02/02/2020,NED,Sonya Christian,Branding,FALSE
8125,CID000-1667,329.58,11/06/2019,STD,Germaine Hays,Electronics,FALSE
8126,CID000-523,42.53,02/03/2020,STD,Ezra Chang,Electronics,FALSE
8127,CID000-1429,354.64,28/04/2020,EXP,Carl Greene,Electronics,FALSE
8128,CID000-1772,50.75,04/06/2020,SAD,Daniel Reynolds,Branding,FALSE
8129,CID000-1196,78.26,27/10/2019,EXP,Isaac Delgado,Electronics,FALSE
8130,CID000-835,228.58,06/11/2019,STD,Dustin Hester,Branding,FALSE
8131,CID000-565,489.51,08/02/2019,SAD,Zachery Small,Electronics,FALSE
8132,CID000-1766,432.09,25/12/2019,STD,Cherokee Mclean,Branding,FALSE
8133,CID000-1778,447.8,25/01/2020,STD,Kiona Gross,Branding,FALSE
8134,CID000-1657,497.59,12/12/2019,SAD,Amethyst Landry,Electronics,FALSE
8135,CID000-669,462.26,30/01/2020,EXP,Renee Mcguire,Electronics,FALSE
8136,CID000-730,426.35,21/03/2020,NED,Dolan Cabrera,Branding,FALSE
8137,CID000-1686,364.51,13/03/2020,SAD,Kirk Mcknight,Electronics,FALSE
8138,CID000-1027,217.3,17/06/2020,NED,Prescott Wells,Electronics,FALSE
8139,CID000-1692,334.88,02/12/2019,EXP,Lynn Barrera,Office,FALSE
8140,CID000-1209,453.33,19/05/2020,SAD,Galvin Morton,Branding,FALSE
8141,CID000-846,427.92,18/04/2020,EXP,Oleg Waters,Office,FALSE
8142,CID000-1748,393.87,22/11/2019,NED,Brittany Valenzuela,Branding,FALSE
8143,CID000-364,21.25,03/02/2019,EXP,Aimee Fields,Electronics,FALSE
8144,CID000-1125,363.79,03/04/2020,STD,Garth Trevino,Electronics,FALSE
8145,CID000-1501,503.46,25/03/2019,EXP,Xavier Hodges,Electronics,FALSE
8146,CID000-1078,169.23,07/03/2019,EXP,Audra Cunningham,Branding,FALSE
8147,CID000-1145,457.66,30/09/2019,STD,John Donovan,Electronics,FALSE
8148,CID000-1220,135.5,30/04/2019,STD,Julie Yang,Office,FALSE
8149,CID000-537,230.46,27/02/2019,EXP,Rigel Park,Electronics,FALSE
8150,CID000-685,181.61,01/03/2020,STD,Colorado Hawkins,Branding,FALSE
8151,CID000-601,410.21,02/05/2019,SAD,Mohammad Mcleod,Office,FALSE
8152,CID000-851,372.49,15/09/2019,STD,Celeste Wade,Electronics,FALSE
8153,CID000-1728,309.01,17/06/2020,NED,Signe Dyer,Branding,1
8154,CID000-974,55.39,06/02/2019,SAD,Darryl Schroeder,Electronics,FALSE
8155,CID000-625,384.54,19/01/2020,NED,Guy Wiggins,Electronics,FALSE
8156,CID000-1684,329.72,15/05/2020,STD,Baker Maddox,Electronics,FALSE
8157,CID000-1677,112.87,07/03/2020,SAD,Sean Barrera,Electronics,FALSE
8158,CID000-1110,274.48,22/01/2020,EXP,Baker Shaw,Branding,FALSE
8159,CID000-1538,56.13,09/05/2020,EXP,Dale Aguilar,Electronics,FALSE
8160,CID000-1215,12.88,23/01/2019,STD,Gannon Barrett,Electronics,FALSE
8161,CID000-1455,252.35,26/06/2019,NED,Iola Sears,Electronics,FALSE
8162,CID000-1182,418.26,12/08/2019,EXP,Medge Anderson,Electronics,FALSE
8163,CID000-1322,282.8,16/06/2019,EXP,Tana Floyd,Office,FALSE
8164,CID000-884,212.67,14/01/2019,SAD,Phelan Alexander,Electronics,FALSE
8165,CID000-815,85.57,28/03/2020,STD,Leila Hays,Branding,FALSE
8166,CID000-1322,465.53,03/07/2020,SAD,Alice Sparks,Electronics,FALSE
8167,CID000-1694,333.14,17/11/2019,EXP,Herrod Waters,Office,FALSE
8168,CID000-1180,80.64,27/04/2019,NED,McKenzie Wolfe,Electronics,FALSE
8169,CID000-1014,320.29,06/08/2019,NED,Phyllis Snyder,Branding,FALSE
8170,CID000-1554,176.08,28/02/2019,STD,Darrel Miles,Office,1
8171,CID000-954,132.66,17/01/2020,NED,Rhoda Stafford,Office,FALSE
8172,CID000-1353,239.36,24/12/2019,SAD,Alana Horn,Office,FALSE
8173,CID000-504,263.57,11/05/2020,EXP,Rafael Blair,Electronics,FALSE
8174,CID000-1468,320.55,07/11/2019,EXP,Alexander Cannon,Office,FALSE
8175,CID000-774,7.01,20/04/2020,EXP,Sara Nicholson,Branding,FALSE
8176,CID000-583,327.62,02/12/2019,STD,Lyle Francis,Electronics,FALSE
8177,CID000-500,240.62,29/11/2019,SAD,Xavier Cunningham,Branding,1
8178,CID000-1000,75.88,25/09/2019,NED,Arsenio Bishop,Office,FALSE
8179,CID000-1054,244.15,21/05/2019,STD,Jessamine Taylor,Branding,FALSE
8180,CID000-903,204.45,16/07/2019,SAD,Yetta Frank,Office,FALSE
8181,CID000-1179,159.33,01/04/2019,STD,Devin Clark,Branding,1
8182,CID000-1557,505.22,01/10/2019,EXP,Allistair Shepard,Electronics,FALSE
8183,CID000-1747,1.98,10/04/2020,STD,Lenore Coffey,Branding,FALSE
8184,CID000-1374,250.91,21/01/2019,STD,Walter Hunter,Electronics,FALSE
8185,CID000-1092,176.36,22/01/2019,NED,Richard Vinson,Electronics,FALSE
8186,CID000-1459,390.31,17/10/2019,EXP,Jorden Harmon,Electronics,FALSE
8187,CID000-1022,124.86,27/06/2019,EXP,Darrel Lee,Office,FALSE
8188,CID000-358,508.77,15/11/2019,NED,Judah Ellison,Branding,FALSE
8189,CID000-1654,491.04,22/06/2020,NED,Kylynn Melendez,Branding,FALSE
8190,CID000-1642,192.95,23/06/2019,EXP,Justin Sykes,Office,FALSE
8191,CID000-1625,88.55,18/01/2020,SAD,Alexander Kinney,Branding,1
8192,CID000-1328,235.82,12/06/2019,NED,Vincent Wagner,Electronics,1
8193,CID000-518,240.37,05/09/2019,EXP,Inez Palmer,Electronics,FALSE
8194,CID000-945,38.92,19/02/2019,STD,Duncan Peters,Office,FALSE
8195,CID000-730,161.45,27/08/2019,STD,Ethan Rutledge,Electronics,FALSE
8196,CID000-907,46.02,24/02/2019,EXP,Murphy Cummings,Office,FALSE
8197,CID000-1108,277.82,30/04/2020,NED,Ashely Lane,Office,FALSE
8198,CID000-1780,83.93,22/11/2019,SAD,Bevis Juarez,Branding,FALSE
8199,CID000-1248,377.88,08/01/2019,STD,Maya Beck,Electronics,FALSE
8200,CID000-1598,504.32,04/11/2019,NED,Tamara Glenn,Office,FALSE
8201,CID000-529,479.05,21/02/2019,NED,Marshall Charles,Branding,FALSE
8202,CID000-1310,316.39,13/07/2019,NED,Shad Ratliff,Office,FALSE
8203,CID000-1681,226.56,25/03/2020,EXP,Neville Cameron,Electronics,FALSE
8204,CID000-1452,131.13,18/03/2019,EXP,Gary Harmon,Office,FALSE
8205,CID000-1279,124.77,05/07/2019,EXP,Cassidy Tyson,Electronics,FALSE
8206,CID000-1178,32.16,02/05/2019,NED,Ishmael Davenport,Electronics,FALSE
8207,CID000-791,119.65,12/06/2020,EXP,Alyssa Conley,Office,FALSE
8208,CID000-652,17.77,22/12/2019,STD,Walter Meyer,Office,FALSE
8209,CID000-953,8.29,29/01/2020,EXP,Kaden Farrell,Electronics,FALSE
8210,CID000-1361,18.61,06/02/2020,EXP,Mark Combs,Branding,FALSE
8211,CID000-1664,153.28,29/02/2020,NED,Kirk Valencia,Electronics,FALSE
8212,CID000-1039,500.84,12/02/2020,SAD,Nicole Boyd,Office,FALSE
8213,CID000-819,19.54,02/10/2019,SAD,Gage Zimmerman,Branding,1
8214,CID000-1592,119.93,06/08/2019,NED,Tanek Noel,Electronics,1
8215,CID000-1512,495.39,26/06/2020,EXP,Michelle Phillips,Branding,FALSE
8216,CID000-405,375.53,29/05/2019,SAD,Alice Alvarado,Electronics,FALSE
8217,CID000-478,304.61,15/02/2019,SAD,Colorado Torres,Electronics,1
