Date,Transaction Amount,Department,Cashier,Store ZIP,Store City,Store Region
27/05/2016,1276,Electrics Dept,"Holloway, Pandora X.",74920,Halle,Singapore
27/05/2016,8089,Household Appliances,"Howe, Dorian N.",3487YY,Berlare,China
27/05/2016,6582,Electrics Dept,"Humphrey, Nathan V.",7998,Caprino Bergamasco,Mexico
27/05/2016,5173,Groceries,"Jensen, Vielka Y.",SX5D 5MT,Jefferson City,Bolivia
27/05/2016,7841,Electrics Dept,"Lopez, Mollie H.",7603,Lampeter,Kyrgyzstan
27/05/2016,9659,Electrics Dept,"Mcfarland, Leilani W.",107881,Northallerton,Christmas Island
27/05/2016,2373,Household Appliances,"Ortega, Mufutau I.",98-161,Zwijndrecht,Oman
27/05/2016,8104,Electrics Dept,"Pierce, Joseph U.",50044,Diadema,Puerto Rico
27/05/2016,4834,Groceries,"Raymond, Briar U.",9884,Raiganj,Cuba
27/05/2016,7441,Household Appliances,"Vance, Zelenia V.",V7S 6Z4,Bafra,Niue
27/05/2016,4271,Electrics Dept,"Vaughan, Kelsie N.",7381,Kolmont,Bulgaria
27/05/2016,6257,Electrics Dept,"Villarreal, Ryan L.",2457,Heerenveen,Latvia
27/05/2016,2239,Electrics Dept,"Whitaker, Shea S.",J4J 0H6,Ofena,Tajikistan
28/05/2016,9359,Electrics Dept,"Adams, Deirdre Z.",14434,Courcelles,Malawi
28/05/2016,7160,Groceries,"Atkinson, Shelley P.",19960,Cauquenes,Honduras
28/05/2016,5309,Household Appliances,"Barrett, Bertha E.",7621,Juseret,Andorra
28/05/2016,2108,Household Appliances,"Beard, Michael I.",Y3M 5Y6,Perth,India
28/05/2016,1655,Electrics Dept,"Benton, Ursula R.",SI3 2YM,Caxias do Sul,Singapore
28/05/2016,163,Household Appliances,"Bernard, Hope Y.",2533,San Jose,Palau
28/05/2016,7389,Household Appliances,"Burgess, Garrett H.",65-995,Sant'Agata sul Santerno,Sierra Leone
28/05/2016,6878,Household Appliances,"Burgess, Holly L.",99420,Devon,Finland
28/05/2016,6290,Household Appliances,"Byrd, Lila Y.",178,Rouvroy,Grenada
28/05/2016,815,Household Appliances,"Caldwell, Dakota W.",20604,Stroud,Slovenia
28/05/2016,3162,Groceries,"Clark, Ivor X.",8441,San Floriano del Collio,Swaziland
28/05/2016,2331,Electrics Dept,"Cook, Vivien I.",36220,Pinto,Rwanda
28/05/2016,5829,Household Appliances,"Cooley, Brianna F.",14061,Naarden,Comoros
28/05/2016,6713,Electrics Dept,"Cooper, Joy T.",12448,Tielen,Faroe Islands
28/05/2016,4294,Household Appliances,"Cummings, Joan F.",2141,Snaaskerke,Greece
28/05/2016,1093,Groceries,"David, Alec W.",28-539,Kayseri,India
28/05/2016,4498,Household Appliances,"Davis, Charde E.",868,Lodelinsart,Iceland
28/05/2016,2625,Electrics Dept,"Farmer, Leonard D.",20115,Gentinnes,France
28/05/2016,7185,Groceries,"Gordon, Sheila U.",PF30 0CY,Périgueux,Madagascar
28/05/2016,2230,Household Appliances,"Griffith, Lynn I.",53240,Turnhout,Chad
28/05/2016,1213,Household Appliances,"Guerra, Adria J.",30117,Chishtian Mandi,Côte D'Ivoire (Ivory Coast)
28/05/2016,5346,Groceries,"Gutierrez, Kamal Y.",29913,Baton Rouge,Curaçao
28/05/2016,9287,Groceries,"Hines, Brenna I.",1598,Thames,Canada
28/05/2016,4541,Electrics Dept,"Hopkins, Skyler S.",6360,Bredene,Bermuda
28/05/2016,9610,Groceries,"Hunt, Omar G.",94335,Newton Abbot,Algeria
28/05/2016,1192,Groceries,"Jennings, Marvin R.",1126CV,Drachten,Cape Verde
28/05/2016,8648,Electrics Dept,"Johnston, Maite H.",21912,Rves,Ukraine
28/05/2016,7755,Groceries,"Keller, Bianca Q.",51912,Bensheim,Viet Nam
28/05/2016,8548,Groceries,"Kramer, Jeanette A.",5062,Bonnert,Angola
28/05/2016,6449,Household Appliances,"Langley, Kasimir M.",60-704,Hyères,Mayotte
28/05/2016,185,Groceries,"Le, Tyler M.",91464,İslahiye,Spain
28/05/2016,7370,Electrics Dept,"Melendez, Iliana E.",G6A 1Y9,Puerto Varas,San Marino
28/05/2016,5661,Electrics Dept,"Mendez, Ocean K.",87978,Plancenoit,Switzerland
28/05/2016,8557,Household Appliances,"Mercado, Dylan O.",22502,Genval,Laos
28/05/2016,2937,Electrics Dept,"Mosley, Susan B.",26111,Anamur,Paraguay
28/05/2016,9556,Groceries,"Murray, Eden S.",44002,Caloundra,Marshall Islands
28/05/2016,6004,Household Appliances,"Norris, Ira Q.",16497,Etobicoke,American Samoa
28/05/2016,7962,Groceries,"Odom, Otto P.",66732,Eckville,Australia
28/05/2016,7731,Household Appliances,"Pruitt, Yeo B.",1048,Bottidda,Cocos (Keeling) Islands
28/05/2016,2773,Electrics Dept,"Pugh, Jennifer D.",462665,Burnpur,Pakistan
28/05/2016,3680,Groceries,"Rivas, Mara F.",927529,Villers-la-Bonne-Eau,Honduras
28/05/2016,4359,Groceries,"Ruiz, Blossom W.",8363,Roccanova,Tokelau
28/05/2016,4159,Electrics Dept,"Short, Faith I.",51201,St. Veit an der Glan,Niue
28/05/2016,8991,Electrics Dept,"Snider, Jasper L.",8533,Fortaleza,Bermuda
28/05/2016,8331,Household Appliances,"Stanley, Mira Q.",65643,Irricana,Dominican Republic
28/05/2016,5162,Groceries,"Torres, Patrick N.",1815,Flushing,Timor-Leste
28/05/2016,2512,Groceries,"Tran, Sharon W.",3179,Basingstoke,Croatia
28/05/2016,5598,Groceries,"Valenzuela, Cain L.",61208,Kolkata,Finland
28/05/2016,8156,Electrics Dept,"Vinson, Cruz N.",67505-955,Rae-Edzo,Austria
28/05/2016,4381,Household Appliances,"Webb, Brandon Y.",3300,St. John's,Azerbaijan
28/05/2016,3860,Electrics Dept,"Welch, Hamish J.",33317,Rycroft,Maldives
28/05/2016,379,Household Appliances,"White, Sybil Q.",J5A 6E3,Armstrong,Algeria
29/05/2016,4561,Groceries,"Albert, Lucas H.",12473,Créteil,French Guiana
29/05/2016,327,Electrics Dept,"Alvarez, Abraham M.",8023,Rodgau,Mauritania
29/05/2016,121,Household Appliances,"Bradshaw, Noel N.",76708,Mayerthorpe,Uzbekistan
29/05/2016,129,Household Appliances,"Bullock, Reagan H.",25194,Marchihue,Tuvalu
29/05/2016,1559,Household Appliances,"Calhoun, Yvette F.",27650,Bastia Umbra,Gambia
29/05/2016,6160,Household Appliances,"Chaney, Yeo D.",7122,Calder,Mozambique
29/05/2016,1812,Groceries,"Davenport, Andrew Z.",23661,Pitt Meadows,Luxembourg
29/05/2016,4915,Electrics Dept,"Gibbs, Melinda C.",70547,Santa Cruz,Curaçao
29/05/2016,109,Groceries,"Gibbs, Raja F.",Y3A 2C3,Piana degli Albanesi,Seychelles
29/05/2016,1575,Household Appliances,"Horton, Alana X.",43-388,Cervinara,Sao Tome and Principe
29/05/2016,1552,Electrics Dept,"Hurley, Whilemina X.",58483-626,Gorakhpur,Chile
29/05/2016,5726,Household Appliances,"Joseph, Emery D.",94210-013,Mobile,French Southern Territories
29/05/2016,2396,Household Appliances,"King, Hyatt W.",13446,Torella del Sannio,Uzbekistan
29/05/2016,3033,Household Appliances,"Mcguire, Kimberley G.",8022,Katsina,Czech Republic
29/05/2016,5881,Electrics Dept,"Page, Norman U.",71003,Gonnosfanadiga,Mauritius
29/05/2016,6848,Groceries,"Patrick, Dillon M.",2034,Montignies-Saint-Christophe,Haiti
29/05/2016,5180,Groceries,"Perez, Desirae M.",9125,Green Bay,Liberia
29/05/2016,3867,Electrics Dept,"Ray, Tanner W.",9216WC,Nordhorn,Qatar
29/05/2016,850,Household Appliances,"Sargent, Maggy D.",59-008,Goslar,Timor-Leste
29/05/2016,1066,Electrics Dept,"Shannon, Branden L.",83-667,Brye,Afghanistan
29/05/2016,85,Household Appliances,"Sherman, Demetria A.",15900-014,Naarden,Saint Lucia
29/05/2016,6285,Groceries,"Simon, Vivien J.",7548,Rinconada,Jersey
29/05/2016,8177,Household Appliances,"Singleton, Kelsey H.",5431,Worms,Lithuania
29/05/2016,7933,Household Appliances,"Snow, Adele Y.",4177,Amiens,Tonga
29/05/2016,6379,Household Appliances,"Stafford, Erin P.",27-805,Mobile,Laos
29/05/2016,1692,Household Appliances,"Stein, Thaddeus T.",4146,Castlegar,Niger
29/05/2016,5937,Household Appliances,"Wall, Hashim W.",20045,Wellingborough,Equatorial Guinea
29/05/2016,1689,Household Appliances,"Weeks, Nissim G.",C2Z 9X1,Canino,Somalia
29/05/2016,2979,Electrics Dept,"Whitfield, Quentin Q.",452183,Ururi,China
29/05/2016,1861,Electrics Dept,"Wiley, Judah G.",93186,Dworp,Iraq
30/05/2016,571,Household Appliances,"Bartlett, Hayes T.",85738,Arica,Taiwan
30/05/2016,4781,Household Appliances,"Browning, Aphrodite C.",C6 9VB,Chapadinha,Guam
30/05/2016,6557,Electrics Dept,"Farley, Alea D.",85851,Radicofani,Kazakhstan
30/05/2016,1118,Groceries,"Fleming, Lewis D.",233566,Cleveland,Morocco
30/05/2016,8220,Electrics Dept,"Foreman, Gay F.",63317,Tourcoing,Finland
30/05/2016,1397,Electrics Dept,"Franklin, Sean Z.",897900,Chaumont-Gistoux,Montenegro
30/05/2016,7460,Electrics Dept,"Frye, Murphy O.",24-539,Port Moody,South Georgia and The South Sandwich Islands
30/05/2016,5434,Household Appliances,"Fuentes, Marny H.",59031,Whakatane,Poland
30/05/2016,2487,Electrics Dept,"Garner, Laura A.",12726-780,Anderlecht,Niger
30/05/2016,2150,Electrics Dept,"Harris, Madeline X.",1399,Fairbanks,Holy See (Vatican City State)
30/05/2016,709,Electrics Dept,"Mann, Basia G.",603178,Coutisse,Guadeloupe
30/05/2016,5891,Household Appliances,"Mcfadden, Juliet M.",85686,Ramskapelle,Myanmar
30/05/2016,3949,Household Appliances,"Mclean, Myles L.",7827TH,Montreal,Kiribati
30/05/2016,2165,Electrics Dept,"Morris, Eugenia O.",X88 7BS,Ross-on-Wye,Estonia
30/05/2016,7820,Household Appliances,"Rosales, Simone W.",85903,Villers-la-Ville,Holy See (Vatican City State)
30/05/2016,3669,Groceries,"Sanders, Philip Q.",62712,Atlanta,Bermuda
30/05/2016,6355,Electrics Dept,"Sandoval, Cyrus N.",01342-760,Juazeiro,United States Minor Outlying Islands
30/05/2016,3513,Household Appliances,"Sawyer, Cooper F.",11-268,Cumbernauld,Micronesia
30/05/2016,7508,Groceries,"Valentine, Emmanuel E.",65998,Philadelphia,Equatorial Guinea
30/05/2016,9020,Electrics Dept,"Vang, Colleen Y.",72564-692,Adrano,Iran
30/05/2016,3498,Household Appliances,"Wolf, Emerald L.",17370,Cavallino,Zimbabwe
01/06/2016,4831,Household Appliances,"Cross, Mark O.",78175,Kavaratti,El Salvador
01/06/2016,8174,Electronics,"Long, Adara Z.",12817-701,Draguignan,Laos
01/06/2016,248,Electronics,"Mckee, Nicole W.",56587,Seloignes,Germany
01/06/2016,2619,Electronics,"Murphy, Keane D.",40301,Teltow,Botswana
01/06/2016,9955,Groceries,"Valdez, Forrest W.",8165,Campli,Cook Islands
02/06/2016,6750,Electronics,"Cotton, Joan D.",19603,Presteigne,Zambia
02/06/2016,4990,Groceries,"Cruz, Beverly C.",73357,Penhold,Serbia
02/06/2016,6015,Groceries,"Gonzalez, Uma I.",6382,Villa Cortese,Timor-Leste
02/06/2016,2754,Household Appliances,"Gross, Ila P.",48218,Buin,Kuwait
02/06/2016,5600,Household Appliances,"Guzman, Tatiana C.",9049,Yerbas Buenas,Spain
02/06/2016,4631,Electronics,"Henson, Neve E.",23263,Luckenwalde,Myanmar
02/06/2016,8527,Household Appliances,"Juarez, Lionel Z.",51914,Suwałki,Mali
02/06/2016,3309,Groceries,"Mclaughlin, Lyle P.",67048,Graven Grez-Doiceau,Iraq
02/06/2016,1998,Household Appliances,"Meyer, Wyoming X.",388923,Jodhpur,Cameroon
02/06/2016,5162,Groceries,"Pearson, Allistair I.",23024,Basirhat,Reunion
02/06/2016,1225,Groceries,"Scott, Oren P.",E9S 3X6,Wijnegem,Poland
02/06/2016,4543,Electronics,"Spears, Beatrice U.",92048,San Jose,"Saint Helena, Ascension and Tristan da Cunha"
02/06/2016,8047,Groceries,"Vance, Lars W.",23482,Maryborough,Botswana
03/06/2016,1314,Groceries,"Carroll, Ignacia S.",6688,Rishra,Jamaica
03/06/2016,242,Household Appliances,"Conrad, Emery Y.",45445,Rekem,Western Sahara
03/06/2016,9212,Electronics,"Cooke, Hedley L.",50617,Söderhamn,Mali
03/06/2016,7973,Electronics,"Evans, Winter Q.",8575,Mahbubnagar,Holy See (Vatican City State)
03/06/2016,8888,Electronics,"Ewing, Farrah T.",354901,Charters Towers,Tokelau
03/06/2016,5194,Groceries,"Gilliam, Lunea Y.",7457,Grosseto,Cuba
03/06/2016,6493,Household Appliances,"Good, Rebekah Z.",36054,Newcastle,Malawi
03/06/2016,4650,Groceries,"Hale, Shelby J.",84404,Bowling Green,Norway
03/06/2016,6547,Electronics,"Hendricks, Fay R.",9395,Río Hurtado,Cook Islands
03/06/2016,1215,Household Appliances,"Kane, Madaline U.",39089,North Saanich,Saint Kitts and Nevis
03/06/2016,947,Groceries,"Mayo, Hedy O.",79463,Kanpur Cantonment,Sweden
04/06/2016,9824,Groceries,"Barrera, Cheryl V.",3014,Kirkintilloch,Laos
04/06/2016,8229,Groceries,"Cole, Mallory D.",5214,Southampton,Trinidad and Tobago
04/06/2016,400,Electronics,"Gregory, Stella C.",PE92 5EV,Korneuburg,Albania
04/06/2016,379,Household Appliances,"Marsh, Erica N.",1369,Attigliano,Ireland
04/06/2016,1633,Groceries,"Mcbride, Kessie Z.",41697,Keswick,Belize
04/06/2016,559,Household Appliances,"Mcleod, Amanda B.",E3Z 0P4,Oyen,Togo
04/06/2016,5545,Household Appliances,"Tanner, Hayden B.",8604,Reus,Chad
04/06/2016,7277,Electronics,"Woods, Sasha K.",4207,Punitaqui,Mauritius
05/06/2016,2780,Household Appliances,"Blair, MacKensie I.",19155,San Pedro,Kazakhstan
05/06/2016,3410,Electronics,"Ferrell, Portia E.",11911,Bonavista,Lesotho
05/06/2016,5270,Electronics,"Gaines, Athena H.",36-201,Onitsha,Macedonia
05/06/2016,3214,Electronics,"Gibbs, Brianna K.",59037,Achalpur,Brunei
05/06/2016,9036,Electronics,"Hobbs, Otto Z.",G8H 9X0,Richmond,Åland Islands
05/06/2016,8993,Household Appliances,"Huber, Risa J.",875803,Kermt,Fiji
05/06/2016,7944,Household Appliances,"Neal, Noble N.",05342-564,Dolembreux,Malawi
05/06/2016,3007,Household Appliances,"Norris, Candace O.",FD4 4TM,Carnoustie,Madagascar
05/06/2016,3766,Groceries,"Wright, Nasim G.",56318,Puqueldón,Bhutan
06/06/2016,2320,Household Appliances,"Charles, Jordan Q.",86751,Dunkerque,Turkey
06/06/2016,6606,Electronics,"Dixon, Aristotle U.",2366,Carovilli,Tajikistan
06/06/2016,8271,Groceries,"Fields, Karina W.",7982,Weiz,Liechtenstein
06/06/2016,9928,Electronics,"Gaines, Carson O.",7059,Alessandria,Australia
06/06/2016,7703,Household Appliances,"Griffin, Katell Z.",44046-354,Newport,Botswana
06/06/2016,9554,Household Appliances,"Hancock, Camille T.",26579,Sachs Harbour,Gibraltar
06/06/2016,7826,Electronics,"Lawson, Petra V.",6761,Yorkton,Cape Verde
06/06/2016,8154,Groceries,"Nielsen, Tasha T.",G6K 9R6,Ballarat,Antigua and Barbuda
06/06/2016,5922,Groceries,"Nixon, Lacey G.",3883,Río Bueno,Kiribati
06/06/2016,7862,Groceries,"Robles, David R.",190129,Hoeke,Uruguay
06/06/2016,1197,Electronics,"Rodgers, Breanna V.",78123,Eisden,Montserrat
06/06/2016,8559,Groceries,"Sweeney, Wendy R.",762153,Dudley,Tajikistan
06/06/2016,2062,Electronics,"Valencia, Matthew G.",5829,Móstoles,Saint Barthélemy
06/06/2016,164,Groceries,"Walls, Quyn L.",63931-627,Quilicura,Mozambique
07/06/2016,536,Household Appliances,"Chavez, Ila P.",ZB0X 5VY,Santa Fiora,Burkina Faso
07/06/2016,4557,Household Appliances,"Diaz, Aline F.",41468,Roccasicura,Niger
07/06/2016,7902,Groceries,"Gentry, Germane M.",P67 8WJ,Breton,Iceland
07/06/2016,5213,Electronics,"Jimenez, Deirdre O.",18249,St. Petersburg,Uganda
07/06/2016,1513,Household Appliances,"Larsen, Addison B.",48758,Whitby,Holy See (Vatican City State)
07/06/2016,9177,Household Appliances,"May, Vernon H.",33645,Covington,Paraguay
07/06/2016,3356,Household Appliances,"Pennington, Denton F.",2220,Mariakerke,Equatorial Guinea
07/06/2016,3844,Groceries,"Simmons, Bradley P.",43111,Ipís,Sudan
08/06/2016,7259,Household Appliances,"Blevins, Malachi H.",48729,Moffat,Czech Republic
08/06/2016,7477,Electronics,"Cooke, Eleanor C.",650505,Cumberland County,"Saint Helena, Ascension and Tristan da Cunha"
08/06/2016,3615,Electronics,"Hays, Angela Y.",15-936,Varena,Sudan
08/06/2016,3551,Electronics,"Mills, Jessica F.",P9J 6W1,Bolano,Austria
08/06/2016,56,Groceries,"Moses, Sylvia G.",6908,Rothesay,Peru
09/06/2016,500,Groceries,"Buchanan, Beatrice S.",4539,Napoli,Liberia
09/06/2016,3888,Electronics,"Delacruz, Xaviera D.",Z9V 2VQ,Stonewall,Luxembourg
09/06/2016,9621,Groceries,"Gardner, Sasha S.",37363,Kontich,Palau
09/06/2016,9039,Electronics,"Garza, September W.",24450,Geesthacht,Japan
09/06/2016,1131,Electronics,"Greene, Kennan M.",01-821,Brive-la-Gaillarde,Swaziland
09/06/2016,8379,Electronics,"Kane, Herrod E.",69-247,Castelbianco,Iraq
09/06/2016,1232,Groceries,"Mcintyre, Rama J.",57358,Doel,Barbados
09/06/2016,5121,Household Appliances,"Mendez, Tanya I.",738873,Fort Good Hope,Chad
09/06/2016,5972,Electronics,"Moss, Astra Z.",95-633,Kaneohe,Lithuania
09/06/2016,6925,Electronics,"Pollard, Lareina Z.",20070,Carterton,"Korea, North"
10/06/2016,3213,Household Appliances,"Carroll, Ryder H.",941457,El Monte,Colombia
10/06/2016,9419,Electronics,"Golden, Aquila J.",8630,Haverfordwest,Azerbaijan
10/06/2016,6320,Electronics,"Jacobs, Sylvester M.",3301,Pedro Aguirre Cerda,Madagascar
10/06/2016,9634,Electronics,"Johnson, Kenneth F.",67810,Villa Alegre,Brunei
10/06/2016,2350,Household Appliances,"Merritt, Xander T.",V96 9HH,Baracaldo,Syria
10/06/2016,5537,Household Appliances,"Oneil, Yardley R.",845742,Cuddalore,Uruguay
10/06/2016,5299,Groceries,"Stokes, Courtney G.",20866,Patan,Zimbabwe
10/06/2016,8479,Electronics,"Sullivan, Gillian W.",30347,Irvine,Laos
10/06/2016,6449,Household Appliances,"Vargas, Risa I.",G6K 5G4,Campos dos Goytacazes,Guam
10/06/2016,2268,Electronics,"Walsh, Guy M.",44928,Bajardo,Netherlands
11/06/2016,528,Electronics,"Hendricks, Macon O.",50800,Rycroft,Germany
11/06/2016,900,Household Appliances,"Lawrence, Sonia F.",831619,Pelago,Heard Island and Mcdonald Islands
11/06/2016,6530,Electronics,"Mays, Laith O.",299426,Los Angeles,Bangladesh
11/06/2016,9448,Electronics,"Robbins, Nicholas H.",7573ZR,Chester,Egypt
11/06/2016,8886,Groceries,"Wheeler, Jena S.",178098,Cap-de-la-Madeleine,"Bonaire, Sint Eustatius and Saba"
12/06/2016,5339,Groceries,"Brennan, Darrel W.",71108,San Felice a Cancello,Fiji
12/06/2016,6607,Household Appliances,"Cameron, Cole T.",49695-124,Woerden,Comoros
12/06/2016,2638,Groceries,"Dunn, Skyler S.",92487,Sovizzo,Liechtenstein
12/06/2016,7042,Household Appliances,"Harrington, Shannon B.",204507,Ujjain,Estonia
12/06/2016,6785,Household Appliances,"Hodge, Hop X.",583243,Qutubullapur,Isle of Man
12/06/2016,6559,Electronics,"Howe, Eleanor U.",5001CE,Charny,Greenland
12/06/2016,5687,Groceries,"Ingram, Jennifer T.",50205,Klemskerke,Uruguay
12/06/2016,5681,Electronics,"Keller, Quamar Y.",6130,Blieskastel,Romania
12/06/2016,7158,Electronics,"Wagner, Armando W.",5011,Tourinne,Reunion
13/06/2016,9901,Groceries,"Adkins, Lee I.",5332,Baricella,Denmark
13/06/2016,2917,Groceries,"Kennedy, MacKenzie C.",25143,Balıkesir,Guyana
13/06/2016,9903,Electronics,"Reid, Winter Q.",31101,Quilleco,Dominica
14/06/2016,9697,Electronics,"Banks, Jaden N.",622930,Vito d'Asio,Syria
14/06/2016,3313,Household Appliances,"Cunningham, Minerva I.",70720,Rum,Mauritius
14/06/2016,2954,Household Appliances,"Huffman, Kevin Q.",9877,Bad Vilbel,Svalbard and Jan Mayen Islands
14/06/2016,7942,Groceries,"Nash, Rigel Z.",M8L 9S6,Sant'Omero,Palau
15/06/2016,6042,Groceries,"Duke, Octavius W.",7300,Ramsel,Armenia
15/06/2016,375,Electronics,"Higgins, Catherine N.",7697,Longaví,Denmark
15/06/2016,9661,Household Appliances,"Joseph, Brittany F.",Q67 2CJ,Montignies-Saint-Christophe,Viet Nam
15/06/2016,6769,Groceries,"Mosley, Hanna I.",57095,Moustier-sur-Sambre,Kyrgyzstan
15/06/2016,6195,Groceries,"Prince, Britanni U.",E3T 8M7,Fiuminata,Haiti
15/06/2016,1785,Household Appliances,"Stevenson, Erasmus U.",97351,Rechnitz,Seychelles
16/06/2016,9201,Groceries,"Conley, Steven O.",39-021,Palermo,Colombia
16/06/2016,8773,Groceries,"Gould, Alec B.",427084,Rignano Garganico,Tajikistan
16/06/2016,2555,Groceries,"Gray, Lewis I.",27213,Baden-Baden,Armenia
16/06/2016,1038,Groceries,"Griffin, Samantha Z.",79183,Kendal,Latvia
16/06/2016,2941,Electronics,"Hicks, Otto A.",1327,Gloucester,Andorra
16/06/2016,3152,Household Appliances,"Knowles, Phelan I.",8660,Pirmasens,Zimbabwe
16/06/2016,5989,Groceries,"Poole, Chastity S.",6345,Raymond,Comoros
16/06/2016,558,Electronics,"Strong, Beatrice S.",56467-091,San Antonio,Russian Federation
16/06/2016,7806,Electronics,"Thomas, Teagan Q.",4282,Bhopal,Venezuela
17/06/2016,2368,Groceries,"Chan, Ursa J.",54-047,Samsun,Cyprus
17/06/2016,3942,Household Appliances,"Craig, Melissa I.",675006,Loksbergen,Macedonia
17/06/2016,3559,Electronics,"Fischer, Isabelle B.",91429,Zwijnaarde,Saint Martin
17/06/2016,1669,Electronics,"Hammond, Hamilton L.",50879,Posina,Turkmenistan
17/06/2016,5061,Groceries,"Hardin, Madeson A.",7155AN,Ottawa-Carleton,Bhutan
17/06/2016,5647,Electronics,"King, Dante F.",2007,Ostra Vetere,Suriname
17/06/2016,9419,Household Appliances,"Kirby, Leilani D.",4141SF,Ahmadnagar,Hong Kong
17/06/2016,8531,Household Appliances,"Kramer, Oliver T.",34091,Wardha,Denmark
17/06/2016,801,Electronics,"Lott, Jameson R.",94974,Pont-ˆ-Celles,Djibouti
17/06/2016,7843,Electronics,"Mendez, Delilah A.",9144,Ourense,Palau
17/06/2016,5290,Household Appliances,"Perkins, Merrill E.",L7H 3N3,LamontzŽe,Benin
17/06/2016,1969,Groceries,"Vargas, Chaney L.",8215,Villers-le-Peuplier,Libya
18/06/2016,1866,Household Appliances,"Chambers, Harding F.",F11 5HX,Sprimont,Philippines
18/06/2016,1203,Groceries,"Cochran, Clinton E.",4165,Zielona Góra,Congo (Brazzaville)
18/06/2016,8703,Electronics,"Goodman, Kibo Y.",305042,Vishakhapatnam,Sao Tome and Principe
18/06/2016,1160,Groceries,"Haynes, Austin E.",2568,Fermont,Saint Martin
18/06/2016,3270,Household Appliances,"Hull, Jerome E.",1838,Newmarket,Slovakia
18/06/2016,4746,Electronics,"Luna, Imani M.",78993,Matamata,Sao Tome and Principe
18/06/2016,9828,Household Appliances,"Patrick, Elton E.",T32 7JF,Grey County,Austria
18/06/2016,151,Groceries,"Washington, Reed O.",5188,Corral,Georgia
19/06/2016,2460,Electronics,"Burton, Brenna E.",9965,Aurora,Anguilla
19/06/2016,9293,Electronics,"Flowers, Shannon K.",11470,Paradise,Taiwan
19/06/2016,9768,Household Appliances,"Freeman, Fleur N.",63512,Rves,Bermuda
19/06/2016,9956,Electronics,"Griffin, Rhona P.",73656,Puri,Tanzania
19/06/2016,258,Household Appliances,"Hatfield, Deacon H.",60001,Orsara di Puglia,Argentina
19/06/2016,2798,Household Appliances,"Justice, Jade I.",554014,Sudbury,Gabon
19/06/2016,517,Electronics,"Little, Jordan A.",82-897,Barcelona,Guyana
19/06/2016,2627,Household Appliances,"Marshall, Dylan N.",11015,Montresta,Togo
19/06/2016,7563,Groceries,"Obrien, Grant J.",7927,Kuşadası,Guatemala
19/06/2016,7169,Electronics,"Reed, Hedwig I.",1876,Dorval,Palau
20/06/2016,768,Electronics,"Butler, Whoopi M.",01-687,Savannah,Italy
20/06/2016,7382,Household Appliances,"Collier, Althea T.",J8P 8R1,Tirrases,Cocos (Keeling) Islands
20/06/2016,3662,Household Appliances,"Delgado, Chelsea F.",6925KY,Gudivada,Bermuda
20/06/2016,9672,Groceries,"Freeman, Garth J.",2842TT,Isola del Gran Sasso d'Italia,Burkina Faso
20/06/2016,8745,Household Appliances,"Keith, Richard G.",83-746,Southampton,Germany
20/06/2016,6806,Groceries,"Pierce, Ciara H.",10315,Stralsund,Niger
20/06/2016,3303,Groceries,"Sweeney, Wang V.",8365,Bromyard,Solomon Islands
21/06/2016,1864,Household Appliances,"Cash, Theodore T.",35717,Allentown,Kiribati
21/06/2016,354,Groceries,"Ewing, Kuame X.",57934,Hallein,"Bonaire, Sint Eustatius and Saba"
21/06/2016,2748,Household Appliances,"Fuller, Quentin A.",42735,Reyhanlı,Serbia
21/06/2016,587,Household Appliances,"Grimes, Kristen Q.",31203,Maasmechelen,Albania
21/06/2016,8669,Household Appliances,"Gross, Arsenio R.",15257,Sainte-Ode,Montenegro
21/06/2016,769,Electronics,"Haley, Justin D.",387636,Saint-Prime,Saint Pierre and Miquelon
21/06/2016,3744,Household Appliances,"Hays, Geoffrey O.",605390,Vilna,Israel
21/06/2016,8426,Groceries,"Hicks, Iona Z.",1772DQ,Tarragona,Namibia
21/06/2016,18,Household Appliances,"Ochoa, Dominic C.",147704,Kanchrapara,Paraguay
21/06/2016,2615,Groceries,"Rodriguez, Dorian A.",587147,Newport,Niue
21/06/2016,5945,Electronics,"Tucker, Erasmus A.",315135,Bangor,Egypt
21/06/2016,936,Electronics,"Walter, Amos Z.",3184,Lanklaar,Cocos (Keeling) Islands
21/06/2016,7607,Groceries,"Wilkins, Kennan Z.",9352,Ghaziabad,Gibraltar
22/06/2016,2425,Household Appliances,"Ashley, Kermit D.",2165,Kielce,Iraq
22/06/2016,2251,Electronics,"Booth, Jescie W.",300655,Rishra,Aruba
22/06/2016,4604,Groceries,"Cardenas, Tatum A.",3222,Silchar,Moldova
22/06/2016,2388,Household Appliances,"Long, Carly Q.",PW8 6SI,Millet,Mali
22/06/2016,2454,Household Appliances,"Simmons, Kirsten M.",N83 3HQ,Miami,Switzerland
22/06/2016,5645,Household Appliances,"Travis, Macon Z.",25287,Imphal,Cyprus
23/06/2016,9713,Household Appliances,"Colon, Garrison P.",4539,Calle Larga,Kyrgyzstan
23/06/2016,7521,Groceries,"Cruz, Taylor Y.",755503,Tropea,Norfolk Island
23/06/2016,466,Electronics,"Herring, Miranda L.",R4R 9C7,Kawawachikamach,Australia
23/06/2016,8482,Electronics,"Pickett, Evelyn A.",72781,Kitchener,Sint Maarten
23/06/2016,154,Groceries,"Sanders, Clayton M.",31311-870,Greenwich,Macedonia
