ID,RECIPIENT_NAME,RECIPIENT_STREET,RECIPIENT_CITY,RECIPIENT_POSTAL,RECIPIENT_REGION,SHIPMODE,TRACEID,STATUS
663944529_08C83E2E-F405-DC4C-199A-15FBB75702D8,Harding A. Huffman,Ap #733-3079 Malesuada Av.,Fresno,96960,California,Next-Day,6EF756DF-4E9E-1F1C-CF85-6BDFB867CFC6,PREPARING SHIPMENT
663944530_4C314A73-C48E-C219-482C-FD2272953A43,Kelly V. Pratt,472-6998 Blandit Ave,North Las Vegas,14418,NV,Express,E2D46EB3-A7D7-5F65-5702-3ACBE464113D,PENDING COLLECTION
663944531_DF34518B-7E23-1BCE-DD66-CE52E1AF4CAF,Ivan N. Hyde,"Ap #367-2827 Non, Av.",Jonesboro,72248,AR,Express,66F7BF51-FA51-B204-90C4-2C6C4BBA1B89,IN NETWORK
663944532_B260560B-1ED3-2CB7-A86F-5D4CB8C0B1BA,Emmanuel N. Torres,6387 Nibh Ave,Fairbanks,99910,AK,Express,13C04572-C4E3-71F4-FA0D-57399AD831F0,PENDING COLLECTION
663944533_116A7EFC-0D04-AF8A-06AB-9583C2CCAF63,Barry K. Hughes,Ap #621-2569 Natoque Ave,Montgomery,35929,Alabama,Standard,EEE2D24C-ADF8-D70D-FDB6-CCDA616BACDA,PREPARING SHIPMENT
663944534_D78975EA-8033-0D0B-0C6F-69637C52EDB5,Kibo U. Price,"P.O. Box 145, 4677 Mollis. Ave",Frederick,42962,MD,Express,0EBB27B5-B8AC-0FE9-EB89-738B6BCC9722,IN NETWORK
663944535_6E7CB1B4-ADE3-1C1D-8952-D8E088611B6D,Penelope H. Estes,2092 Eros. St.,Aurora,24285,IL,Next-Day,86C63FA3-F476-763F-468A-7D5BEA444014,DELIVERED
663944536_797B0D36-197E-31F8-5DC6-C3522DC7B5A9,Jackson O. Thomas,"214-766 Montes, Rd.",Oklahoma City,88941,OK,Standard,83B82F7A-2949-DF11-D40B-02A85B79583D,PENDING COLLECTION
663944537_B7583B4A-DEEB-3281-D936-6BA783DAF254,Tatum A. David,Ap #222-6612 Tellus Av.,Lexington,21229,KY,Standard,B2F2F97D-563B-CF48-C175-182D3A688640,DELIVERED
663944538_BBF2AE6F-1C49-064E-5960-14491EE7DB9C,Unity X. Morrison,"P.O. Box 169, 9476 Mi Rd.",Lewiston,90517,ME,Standard,FFD10D57-40B3-ADC5-4A11-A22DFC334053,DELIVERED
663944539_DDFF1BDF-589D-31AA-FADE-9958D9EEE9D8,Colt M. Nieves,Ap #307-5172 Eu Road,Seattle,90662,WA,Next-Day,809C4197-21E2-E41C-B57B-1579EC40FAF4,DELIVERED
663944540_C555A0B7-37EB-121D-FDC9-CDD85DE4FBF6,Quinn N. Griffith,"Ap #133-4401 Quam, Rd.",Racine,49691,WI,Express,2F608AC9-6997-2B4F-1906-D6D811413AEB,IN NETWORK
663944541_2FFE8E0B-1E02-C5F5-1ED3-5C70BAD71983,Abel A. Larsen,"493-5783 Enim, Rd.",Bellevue,28298,WA,Standard,E727AF23-8A29-2614-52C3-D4BB02E4E175,DELIVERED
663944542_CCDAFFF6-98BD-CE14-89C4-F55A46E06032,Mona M. Lang,808-7049 Nulla. Rd.,Biloxi,85231,MS,Express,5C36BFBF-49BD-988C-0101-797F9484527C,PENDING COLLECTION
663944543_FE275E1D-65C1-C63C-51B4-CE0994ACA8D1,Mary Q. Hawkins,"931 Est, St.",Grand Rapids,78069,MI,Next-Day,7CE45F29-378E-2EC7-F210-38E18D0628C9,PENDING COLLECTION
663944544_149F4E02-7FA7-1940-9FFB-68939A91407A,Chastity L. Hood,Ap #154-837 Penatibus Rd.,Clarksville,99861,Tennessee,Standard,D5FDEE97-9429-50F7-D761-EF7A21885D28,PREPARING SHIPMENT
663944545_C0B21C55-6CEF-8CE0-DFF6-48A886E63643,Roary Y. Cabrera,201-7511 Nibh St.,Olathe,39153,Kansas,Express,FB0F7276-C88E-7F8B-1D7B-A885FC8E953F,PREPARING SHIPMENT
663944546_D831441D-3449-0665-0AE0-39BFAC57D687,Juliet H. Nguyen,582-4518 Per Av.,Eugene,97018,OR,Express,213B2567-F379-0144-350C-69E81E9F1D85,DELIVERED
663944547_9AD19A0A-031E-1E9E-7098-5E98F35E8F2E,Macaulay Z. Cardenas,7951 Quisque Rd.,Auburn,67936,ME,Next-Day,EBE57628-947B-EA72-FDAD-BF7E575877E1,DELIVERED
663944548_9BA191EA-610A-3310-7B44-0498F08F487E,Scarlet R. Dodson,"P.O. Box 192, 1119 Natoque Ave",Allentown,52121,PA,Next-Day,D436BBE4-D78A-3D8B-9E41-730C37D3430E,DELIVERED
663944549_5F48CA71-58CE-03E4-3C02-623F79A33718,Todd S. Dickson,Ap #346-9707 Nisi. Road,Phoenix,86493,Arizona,Next-Day,9D95EE8D-EE28-6C46-A403-0A5102DDC85B,PREPARING SHIPMENT
663944550_4BC675EE-2028-9371-884D-E6AC0E4B1A44,Ezra N. Wynn,609 Hendrerit Ave,Southaven,14024,Mississippi,Standard,55A7197A-4629-E644-C46C-4A1FEB0FE647,PENDING COLLECTION
663944551_9B829CB2-0695-F31A-C460-9C5396C05743,Sebastian N. Mckee,"P.O. Box 468, 5079 Accumsan Avenue",Aurora,11266,Colorado,Next-Day,3E6D7EB9-0C95-355E-1381-978ECD24A86D,PREPARING SHIPMENT
663944552_A972F85D-C351-8426-056E-C383D8E04B43,Tate I. Coleman,Ap #596-7312 Malesuada Street,Memphis,18870,TN,Standard,FD832E80-C97C-09B5-75A5-D12EA8CE03A3,HANDED TO CARRIER
663944553_9DC31A49-BD01-0309-9C63-1C818EAB5404,Cynthia B. Mayo,"P.O. Box 573, 8220 Proin Rd.",Kaneohe,25046,Hawaii,Next-Day,56C98281-A91B-44AC-80F7-DD6BDAC6E064,PREPARING SHIPMENT
663944554_C1D68D25-E6FC-0998-86E3-8E47F7977EC1,Clinton H. Buck,397-5705 Sit Rd.,Cincinnati,84908,Ohio,Standard,F4B90DE7-C4F7-1CDF-11F2-D3FB83A75341,PREPARING SHIPMENT
663944555_4067F4F6-CB10-D843-75B9-4E714B9AF52B,Inez G. Bartlett,841-270 Donec Rd.,Henderson,68678,NV,Express,7790F985-2490-5F5F-152A-11BC967654B5,DELIVERED
663944556_B77DC979-4DD0-7D7B-C9D6-12BD2DB3C240,Morgan U. Morrison,Ap #589-2824 Lectus Ave,Richmond,72224,Virginia,Next-Day,317F39D9-860F-420B-E83D-935628B0F37C,PENDING COLLECTION
663944557_0C3D3D9E-8641-AC30-D130-3DE37257E483,Marshall F. Sanchez,"P.O. Box 540, 2239 Ullamcorper Road",Juneau,99532,AK,Next-Day,017004FB-166E-3C6E-E4F7-A4C5AC9C3B3B,PREPARING SHIPMENT
663944558_F344A07C-43AF-DFB2-4A12-A620838C95AF,Oliver H. Frost,968 Nibh. Ave,Mesa,86909,Arizona,Standard,91EBE4B8-16CD-697E-F725-8276B7C40474,DELIVERED
663944559_84D38AB1-5D28-E77E-7933-35F09772C63D,Honorato O. Armstrong,4339 Ante. Av.,Detroit,30979,MI,Standard,C92E4DF5-B35A-8EF2-6886-C3603AE671E1,PREPARING SHIPMENT
663944560_E29F567A-5EA7-D86A-858A-8F6F54261618,Gary C. Tyson,Ap #268-5808 Nonummy. Avenue,Hilo,69298,HI,Standard,C98AB7F8-4F13-BF77-B89F-6249CFA9EF4A,PENDING COLLECTION
663944561_957EE25D-5E39-CE43-BDB0-49727F4A9391,TaShya S. Carrillo,Ap #426-5161 Mauris Rd.,Rockville,11705,Maryland,Standard,C3ED61B8-AE01-57B1-AE9C-7B6CA34214E6,HANDED TO CARRIER
663944562_F384594E-719C-86A0-C5EC-41B9249CEEDD,Mason J. Norton,"P.O. Box 787, 3976 Enim. Av.",Nampa,46465,ID,Next-Day,644E5534-588E-48ED-4ED3-018D01FDAE7A,DELIVERED
663944563_FF91D09E-B04A-6001-B868-AFD3911C2063,Mira D. Turner,"P.O. Box 749, 9101 Metus St.",Kapolei,19537,Hawaii,Next-Day,E7993F97-F4D6-1F6B-5799-7A032845BD16,DELIVERED
663944564_58F149F7-8436-ECC3-1FB9-D11E94AF260A,Kendall V. Walls,1666 Non St.,Lakewood,34873,Colorado,Express,6168825A-5A43-BD8D-0E71-00012B9639F7,DELIVERED
663944565_868CD93B-BFE0-D40B-66CD-300A0D93D445,Cassandra Y. Farley,5142 Justo Ave,Tallahassee,82614,Florida,Standard,F2A4D4FD-AA16-7638-EB64-2252FE2E1B74,PENDING COLLECTION
663944566_536EF48B-B743-3A56-7892-4D43E638D284,Ainsley O. Suarez,9883 Vestibulum Road,Reading,74741,PA,Next-Day,2EAF0D0B-7DCE-8D5E-7C02-EF4CCD2EB534,IN NETWORK
663944567_17299B82-33D1-D6EC-C3AA-206F2FE36C69,Karyn I. Barry,Ap #563-1927 Fermentum St.,New Haven,61148,Connecticut,Next-Day,48F32C0A-8F51-85DA-B405-B78E606178E2,HANDED TO CARRIER
663944568_5831B665-8CDE-784A-8931-AD28A6DB6C85,Brock G. Flores,5343 Tempor St.,Hartford,22419,CT,Next-Day,91F1ACCD-6B24-871E-373A-81DC0B97B86C,PENDING COLLECTION
663944569_CD9B4896-C49D-156E-6C51-A9E10971203F,Mechelle M. Holman,306 Suspendisse Street,Des Moines,38187,IA,Standard,15137135-6A12-033D-16FD-2A9247F9ED2D,HANDED TO CARRIER
663944570_D9078018-1151-ABF8-EAF5-A21FBFCB94BA,Pandora V. Macdonald,"P.O. Box 175, 4637 Auctor Ave",Chandler,86187,AZ,Next-Day,25BE7582-2672-7228-62B5-01EE7CF68228,PREPARING SHIPMENT
663944571_6181AAEE-EB93-3988-396A-8F7FD52D9B9F,Ethan C. Benjamin,635-1530 Sagittis. Street,Fort Smith,72061,Arkansas,Express,3BA4AEFF-D91F-0E80-6A97-EF8E780459AD,PENDING COLLECTION
663944572_784BDD12-3410-F3B2-7D94-C33D55B4C14D,Kenyon C. Patrick,"255-7306 Montes, Road",Atlanta,81050,Georgia,Next-Day,869068B6-E520-E144-F212-572101A7D51F,DELIVERED
663944573_9521F5F2-B250-9DC5-1ADD-74633350C702,Clark B. Mcfarland,551 Risus. Street,West Jordan,14682,Utah,Standard,864C2165-716D-ED31-DB2C-C5F342661A28,PREPARING SHIPMENT
663944574_6C855139-6F93-0116-13B3-3AAE94C5959A,Kenyon X. Giles,"P.O. Box 723, 3823 Donec St.",Columbia,82738,Missouri,Standard,0145D69B-642A-D83A-52B6-0887F0AA6985,PREPARING SHIPMENT
663944575_A034D331-754E-4A77-B767-30584F9CECCA,Micah F. Garcia,"P.O. Box 595, 8113 Quis St.",Portland,25871,ME,Express,66AAB7F4-6EE2-9526-CEF2-92ABDFBB838B,PREPARING SHIPMENT
663944576_940524B8-707B-6129-616D-F197F68F649F,Georgia I. Young,3099 Nibh. Street,Saint Louis,12406,Missouri,Standard,827F5172-FC45-C98B-E9FF-8F1782D28CA7,IN NETWORK
663944577_686E2AFE-028E-3D38-E14F-152684D7561C,Anne L. Bryan,808-9127 Eu Street,Colchester,13175,VT,Express,6E9124B1-06D5-BF63-14FC-0D7E7C2596D0,IN NETWORK
663944578_683116CE-7296-AFFC-4D5F-2A369518437F,Diana G. Bowman,225-9014 Mi St.,Bangor,19400,Maine,Express,AC81F39D-6756-A05A-5A88-66E86141BDB2,DELIVERED
663944579_9BAC367D-2CBB-C79A-3C26-01DCB139D91E,Winter B. Fisher,399-3446 Nec Avenue,Rochester,79048,Minnesota,Express,A0DA523C-DFA4-290E-90B6-E4DFC42557BF,DELIVERED
663944580_F49A2B9A-956E-E36C-CE16-78068F3720D0,Oren R. Holmes,"467-5574 Pede, St.",Lowell,87127,Massachusetts,Next-Day,236A191C-FD77-48F7-B775-A5123A19CF77,HANDED TO CARRIER
663944581_5BC1B993-FA9A-4FB2-FB9F-E9DF23495051,Lara E. Thomas,438-3907 Vitae Avenue,Anchorage,99911,AK,Express,870798E4-BB8F-7467-EBB8-D459E4EB4EE2,PENDING COLLECTION
663944582_3356864C-04A0-5138-011C-5F2964F6189C,Rooney D. Donaldson,5538 Viverra. Street,Augusta,16123,Maine,Express,404FA6AC-00D1-1FA5-6CBC-D516A9415696,DELIVERED
663944583_2DA2A67B-1116-4BC3-2BF8-13DCE6234F80,Ezra U. Mack,5721 Quisque Street,Bear,13312,DE,Next-Day,D491F145-8FF1-8A15-B477-A15B562B96D9,HANDED TO CARRIER
663944584_EC4AFFCC-03ED-1910-6A36-5B707F2A179B,Nolan S. Travis,9946 Nec Ave,Tallahassee,10586,Florida,Next-Day,1450580B-566E-9818-A064-957F77E84653,HANDED TO CARRIER
663944585_B3A84D35-39B5-4A21-5467-9366DC7C4C21,Penelope L. Padilla,8812 Eros Street,Springfield,10202,Missouri,Express,BA0214CD-96D0-50E0-67B3-2BCF559F1D97,PENDING COLLECTION
663944586_9075BFD9-99CE-F45F-E263-ECFDD750C5B0,Grady H. Newman,447-9640 Etiam Rd.,Memphis,69704,TN,Next-Day,7AF43300-52A8-D179-3FFC-D591446A6BDB,PENDING COLLECTION
663944587_CC14A504-4902-8EE0-44F8-C9DA1402D446,Lavinia Q. Hopper,"Ap #739-4983 At, Rd.",Butte,74647,Montana,Express,69955145-D93D-7BC2-587E-A2ADBA3CAC54,IN NETWORK
663944588_9D9C5282-4ED2-1CFB-F27E-436AF2049B1A,Karen T. Savage,497-7871 Dignissim Rd.,Frederick,68011,Maryland,Express,D8D71976-75CE-6167-1855-03DFB17907BB,DELIVERED
663944589_989E4858-E26E-81FD-12B1-DDC92210A6CE,Keefe W. Rosario,"P.O. Box 190, 9822 Ut Street",Honolulu,31988,Hawaii,Standard,D9866810-3187-BB3D-E077-5548B640900E,PREPARING SHIPMENT
663944590_42AF1608-D0F7-E64D-CC2F-BB28C8E71B9E,Nathan Q. Quinn,"P.O. Box 246, 5944 Ligula Ave",Indianapolis,69374,Indiana,Next-Day,F48E79C6-AE90-628D-BFB1-2E22EAC9372E,HANDED TO CARRIER
663944591_1E629D79-3FDF-EAD3-4119-055870C8A21E,Aspen V. Goff,"P.O. Box 419, 7153 Diam Av.",Los Angeles,93015,CA,Standard,A20F31D1-8B4D-D580-3447-87FA4C7733F4,DELIVERED
663944592_B1F6528A-48EB-7E7B-3708-A9EE797785A6,Abel L. Hernandez,8084 Fermentum Road,Oklahoma City,36356,Oklahoma,Standard,AB135466-052A-FBEF-8FBF-7D1CA6D851CC,DELIVERED
663944593_21A73F67-1435-2E43-1D6C-357AF36DC205,Berk L. Valenzuela,368-2594 Arcu Avenue,Kailua,66951,HI,Standard,1B53DDDC-9AF4-497E-0E64-5BFAA0B0A952,IN NETWORK
663944594_4BCBF249-BFC2-2A01-F1A7-3312E3FB61C6,Palmer L. Burke,9428 Quisque Rd.,Green Bay,85473,Wisconsin,Express,0754FA35-D45C-4954-BF54-E1270AD160B4,PENDING COLLECTION
663944595_1E306DB3-4ADC-AE7E-DF2B-C4A44BC89582,Jeremy O. Allison,357-5087 Lorem. Rd.,Cincinnati,56038,Ohio,Express,43B805EB-414C-545D-7E51-2C7784859622,DELIVERED
663944596_147FC27E-D268-C4C6-6637-C7BBB4B4F325,Mark U. Gardner,Ap #326-1965 In Avenue,Colchester,47034,Vermont,Standard,D8A0A053-0E40-72B9-F446-AA33D030C867,DELIVERED
663944597_849243B1-161F-517B-B274-88C656ADB2B7,Chancellor Z. Roberts,"P.O. Box 663, 9509 Cras Road",Augusta,33984,Maine,Standard,D0D0B41A-3139-D6C9-61A4-ADEC18363329,PENDING COLLECTION
663944598_B3ECB7B1-ACC1-177B-6D19-76AB971930E4,Serina W. Richard,3484 Parturient Avenue,Laramie,57966,Wyoming,Next-Day,EFCCA9D5-41AD-7004-25E4-19745EA0FFE5,HANDED TO CARRIER
663944599_F71E5F66-6D6E-B23F-D75B-4C017765698C,Clio V. Hopper,Ap #956-8073 Nullam Ave,Fort Collins,73761,CO,Express,90ED4437-80EE-3911-0074-AF9E6FCDB98C,PENDING COLLECTION
663944600_7A756287-C071-74D4-6F47-FFD16FD2CEBC,Germane I. Michael,"Ap #163-8622 Ornare, Road",Madison,41956,WI,Express,F156D279-17DC-9127-7B0A-1D74F3429387,PREPARING SHIPMENT
663944601_804FAD65-68AD-EDF6-1F6A-DC75CB1A7531,Byron L. Slater,9112 Lobortis St.,Las Vegas,48420,Nevada,Express,82C39FD2-40D5-4ACB-D332-2F43AE63038C,HANDED TO CARRIER
663944602_1ED1A4D9-5C2C-911C-DFCE-04CA82C82544,Kelsey I. Gregory,"P.O. Box 274, 1207 Phasellus Av.",Gillette,66686,Wyoming,Express,42F105BF-B7D5-94A4-2157-51E7046CC5AE,PREPARING SHIPMENT
663944603_7B254293-246E-F344-817F-F3F7FBD1402D,Clio M. Murphy,"P.O. Box 206, 7464 Sed Road",West Valley City,91174,Utah,Next-Day,BFA9AD5A-1A4B-7FDF-7F37-39E49503909B,PENDING COLLECTION
663944604_5443BD48-E639-8027-2658-CB3D4BC4ECF6,Lael F. Maxwell,Ap #879-355 Sem. Street,Cheyenne,95182,WY,Express,BABD3C18-C254-39E2-B0AF-262FA18A96FC,PENDING COLLECTION
663944605_D57C104C-5608-E782-99BC-7E407362E6D4,Gillian Z. Bryant,258-467 Donec Rd.,Baltimore,42062,Maryland,Standard,C19321DD-6D82-4142-1D36-D9938610F129,DELIVERED
663944606_AC9A5C48-8F9E-4B47-D6DB-D60C53AC8AD6,Mikayla E. Calhoun,"P.O. Box 514, 6656 Eleifend, Avenue",Dallas,96811,TX,Standard,CFA937D6-FD44-7A48-A2E7-2597E6D9693A,HANDED TO CARRIER
663944607_A6BCE781-5E82-EEB1-CF47-232346122E87,Laura M. Ramirez,321-7807 Ligula Av.,Meridian,89007,Idaho,Express,53D7EF34-7D67-B519-D32D-F899BAD04F62,DELIVERED
663944608_64998CC1-6FDF-F797-14FB-EC55980E5880,Madonna X. Watkins,Ap #237-4486 Mauris Avenue,Cleveland,90023,Ohio,Express,A9DAEDC9-6C57-8893-42E2-9430158F111A,PREPARING SHIPMENT
663944609_8F0E2B00-EF0A-E7E0-752F-33C859578844,Tasha J. Moody,159-4961 Suspendisse St.,Frederick,25923,Maryland,Next-Day,793D8499-3C0D-EA33-6B57-45A80E460B9D,HANDED TO CARRIER
663944610_1C88F9E7-7793-CF14-E2A3-7417ABD77EBD,Maile T. Cooper,"P.O. Box 420, 4259 Praesent Av.",Naperville,63197,IL,Next-Day,FFDB4C00-D1AA-EB0A-84E1-48BBEEEE7608,HANDED TO CARRIER
663944611_4D96D71C-1F9A-4F92-A3BE-AB3A3540C2B5,Brennan O. Hart,"P.O. Box 717, 5150 Duis Avenue",Portland,14235,OR,Express,B95A0660-AB55-C36F-D7F4-3DC808A5673E,DELIVERED
663944612_0EEC1B40-3F50-D198-0EE7-B2F553703D73,Basia C. Dotson,2636 Gravida Av.,South Bend,75060,IN,Express,E30C80AE-1206-119C-81DB-7CFF55FDDE51,PENDING COLLECTION
663944613_ED1E832F-6112-6AD9-EFCF-CF41A24D82BB,Bruce Y. Marks,"P.O. Box 142, 1080 Nibh Rd.",Harrisburg,15702,PA,Standard,D7A2F329-697B-EDDF-7883-87971193F8D8,IN NETWORK
663944614_EC6C01EA-E611-606E-0E4F-6B10134863CA,Hyatt O. Pate,262 Arcu. Rd.,Colorado Springs,94593,Colorado,Standard,A0673738-EB02-98DE-79AA-80B8344B2E7C,IN NETWORK
663944615_789850CA-2010-AF49-9511-1545F8B89F91,Eric X. Goff,"P.O. Box 451, 2246 Erat. Rd.",Duluth,25477,MN,Express,333B72E4-68F3-A6C1-F91F-FB872786C0A5,PREPARING SHIPMENT
663944616_D4E3CE9A-CE69-32B6-E66E-665F46A5A2E6,Hadley S. Morrow,"P.O. Box 866, 7915 Elit, Street",Stamford,71945,Connecticut,Standard,194FDED7-2463-4309-207E-99D1DDB381BE,PREPARING SHIPMENT
663944617_04E472CD-A7A3-C0E2-4ED4-A305691A714B,Nichole R. Rasmussen,Ap #623-923 Sit Ave,Spokane,59222,Washington,Standard,966B88B3-2B1E-8537-B497-40B5DC8A181B,HANDED TO CARRIER
663944618_FC27767B-FF7C-7F56-3388-2C4C31E2F6FD,Serina V. Osborne,275-4027 Magna Av.,Madison,87988,WI,Express,72F53EFF-8AD2-3284-0D36-2E624131C567,PENDING COLLECTION
663944619_5E2A16D6-07F2-52C1-4DE7-E33129D6AC85,Berk Y. Roach,486-5362 Fringilla Av.,Austin,65429,TX,Express,CDF78094-BCE6-4AE5-5801-801A18713EE5,PREPARING SHIPMENT
663944620_75742C3E-2685-FFA7-C79C-699D23E0F6B9,Gage M. Kaufman,"2400 Posuere, Road",Hillsboro,50207,Oregon,Standard,FC49DB9B-96D0-D7B9-5B68-DAF84AAE67C0,IN NETWORK
663944621_DD5DCA52-68EA-53D6-B9DE-B526BC3DD342,Allegra Z. Ashley,Ap #216-1808 Neque Rd.,Kansas City,99987,Kansas,Next-Day,11EBCE97-D119-3C89-EACB-C47A3B1A8BCF,HANDED TO CARRIER
663944622_951F8FC7-D263-4562-7899-B966C6409E55,Raphael H. Levy,1108 Iaculis Street,Springdale,71218,Arkansas,Next-Day,7B61C1C9-2032-42DC-7196-79B085FEEAE4,DELIVERED
663944623_94F5F563-7096-0633-D523-37B94A02F70D,Ryan N. Dorsey,532-3908 Eu Ave,Gulfport,62161,MS,Standard,6841B6C8-4B6F-3E37-6422-3519CB1964F0,PENDING COLLECTION
663944624_80E51638-6A24-1A53-45B9-63492EF40A83,Yvette R. Merrill,Ap #231-8629 Ultricies Rd.,Des Moines,78516,IA,Standard,7DD40785-E5A1-61C0-0979-AA3CA8B56449,PENDING COLLECTION
663944625_07DC8C43-66C2-4FB5-765C-366F84F32E2C,Nigel H. Bowers,"P.O. Box 300, 7341 Gravida Street",Metairie,62951,Louisiana,Standard,9B107C95-6245-05CA-A4F9-65912B48DC23,PENDING COLLECTION
663944626_BBA5225A-6CC1-CBEE-98D3-6D2B04520B3E,Kirby C. Espinoza,"P.O. Box 861, 7024 Sit Road",Austin,66159,TX,Standard,5827B2C0-37A4-86EF-139D-98E7DF55300F,IN NETWORK
663944627_D678A5C1-243A-3A0E-FBCD-FE9D0B81FA37,Steven S. Knox,981-1260 Erat St.,Rockford,31069,Illinois,Next-Day,64839C2C-D477-7EA3-64D7-08246728B513,PENDING COLLECTION
663944628_04B74D26-AA2D-3398-1F30-1D0701DD1374,Vanna H. Mccray,Ap #592-1256 Elementum Avenue,Columbus,99851,Georgia,Express,E888569D-3E28-5373-99D8-0107CB89C206,IN NETWORK
663944629_F2966AC1-7F28-FC99-3836-2C7A9D7C427B,Randall U. Mckenzie,5189 Etiam Av.,Saint Louis,30633,Missouri,Express,7CB5F68D-A1F6-40C2-347C-9420C2EAA34A,IN NETWORK
663944630_530F2ED3-FC03-FD1A-7911-1B76CD622B60,Octavius X. Holland,8377 Elit Street,Cheyenne,78995,WY,Next-Day,5D2128E3-BE8A-B146-ECC3-A2F0F98AA051,HANDED TO CARRIER
663944631_A8E1F924-500E-80CD-F5A0-7636556BC76B,Emma Y. Holder,"P.O. Box 680, 2040 Vitae Ave",Springdale,72841,Arkansas,Express,96794494-0DD2-B7C2-6E15-27671F71002C,IN NETWORK
663944632_CEA4B63B-B4A9-C854-0F75-C11803E9CF57,Shad E. Vasquez,"989-9481 Vitae, St.",Indianapolis,48403,IN,Express,6C70D28E-1F06-CB16-1074-60F373166FFC,IN NETWORK
663944633_5C3BD985-0585-0751-B004-E0A611E78D16,Sopoline E. Pugh,"P.O. Box 201, 7797 Euismod St.",Portland,83341,Oregon,Standard,EDADD9ED-13F6-1796-0ED1-B0CF35E8C836,HANDED TO CARRIER
663944634_5AF8F31C-BB18-F8AD-C4AC-4BB3B4C38CCE,Emily Y. Sloan,Ap #260-7926 Nulla. St.,College,99710,Alaska,Standard,DD522048-3180-D43B-CEE0-79C676885F51,HANDED TO CARRIER
663944635_8C7CC53B-14A0-4C5F-2562-3620C40F0193,Libby K. Farley,"P.O. Box 317, 1118 Nam Road",Kansas City,91811,MO,Express,404892FB-1D63-9EF1-20AD-A2B0ACE732C2,PENDING COLLECTION
663944636_5CD182FB-261A-7C80-2FE3-7C8846D489C4,Murphy Y. Holloway,654-5992 Ornare. Rd.,Bloomington,66624,Minnesota,Express,B2CC743E-BF13-39B9-00C6-6C6771C26769,PREPARING SHIPMENT
663944637_A6206DED-DF07-664C-5E86-04C705728049,Adara F. Ewing,Ap #748-8000 Ligula St.,Springdale,71847,AR,Next-Day,C2C4E5B8-C426-4374-EE05-1DBD741770FF,HANDED TO CARRIER
663944638_9CC7C3EC-07CA-46E2-DA53-E2EDF2F34041,Trevor J. Simmons,7351 Elit St.,Savannah,49956,Georgia,Next-Day,E0BBC0BC-F8FA-DAEC-C790-F8D03F25734A,PENDING COLLECTION
663944639_5C367399-B874-E865-ECB2-489640A1B89C,Myra X. Hines,"P.O. Box 132, 634 Quisque Avenue",Saint Paul,43774,Minnesota,Express,AED23FF5-56C7-BA34-80D0-56C984528D98,IN NETWORK
663944640_F02552EC-01DF-2F4B-DE60-80749CEDF193,Mia G. Mcfadden,3829 Dictum Avenue,Jacksonville,80133,FL,Next-Day,1FD129FA-CABE-9389-47D6-B80F3F9BC6BB,PREPARING SHIPMENT
663944641_FF0526B5-D898-0BAF-C372-B65BF58C8DAE,Ina L. Martinez,5903 Integer St.,Spokane,56198,Washington,Express,F2DAA2BE-87E7-65F5-7D73-3CE910CA60D9,HANDED TO CARRIER
663944642_30374C5A-B0BF-3B8C-1D6B-48F25DD81F7C,Lionel V. Clark,Ap #554-3678 Ultricies St.,Rockville,19233,Maryland,Standard,99025D00-4F33-CB84-0819-475D385D43AA,PREPARING SHIPMENT
663944643_13428CB8-20B4-F328-E93E-3D74A001805D,Grant T. Thornton,7314 Amet Street,Virginia Beach,25811,Virginia,Next-Day,6D7FFAF9-8AA3-1478-AF09-6366BF11BD58,PENDING COLLECTION
663944644_82403C97-9771-B8A8-DA4A-9CC50B45CC92,Amanda C. Carey,"5398 Semper, Ave",Lakewood,98311,CO,Standard,52FB1A72-B857-AC9C-F240-B6DC487915A7,IN NETWORK
663944645_235752B8-B056-5F03-EDF5-BADE5245B295,Doris U. Wagner,Ap #182-7053 Nibh Rd.,Rutland,54879,Vermont,Next-Day,6109F8A2-C87E-6C4D-2F13-A1D606E0E946,PREPARING SHIPMENT
663944646_720F8870-2C0E-DC8F-392B-AAAABF7F3926,Scott J. Reeves,213-1993 Consequat Road,Montpelier,11898,Vermont,Express,90A1E70A-3C8E-CC3B-4A34-5D3F813A1471,PREPARING SHIPMENT
663944647_A6844BC7-821F-2089-E4FC-2EC2C76EF447,Myra V. Wilson,875-1142 Consectetuer Street,Sioux City,20458,Iowa,Express,BD282C9F-2E34-C271-117C-1D6BA9CCC330,DELIVERED
663944648_A61A8C8C-8C9C-18B1-6D23-E448BF4B0700,Stella U. Robertson,927 In St.,Southaven,70089,Mississippi,Express,14D57AB0-0933-C9D6-714B-9284488A4A2F,DELIVERED
663944649_00D0CB16-52C4-AFA2-1910-9B35BEA11DB4,Aretha U. Deleon,"P.O. Box 769, 9150 Eu, Av.",Idaho Falls,74960,Idaho,Next-Day,3D30C46B-D552-229E-14AE-49224E22A027,IN NETWORK
663944650_44F1F029-059C-2932-A2DD-FACDDE898630,Adrienne N. Lester,526-2182 Elementum St.,Rockville,57985,MD,Next-Day,9BC455AE-8ECC-8793-2937-E7F9A16A169E,DELIVERED
663944651_DBA8F2CC-5CC7-445A-92D0-661F699CC17D,Holly V. Valencia,3200 Egestas Av.,Lawton,46050,Oklahoma,Standard,466F75AD-80DE-FE04-14DD-075C2A986147,PREPARING SHIPMENT
